oppføring,noun
overensstemmelse,noun
innbrudd,noun
kortvarig,adjective
urban,adjective
barnehjem,noun
politimann,noun
innlevering,noun
bystyre,noun
utslitt,adjective
bedrive,verb
åpningstid,noun
tredjeplass,noun
lunge,noun
utsolgt,adjective
arbeidsmappe,noun
reprise,noun
hatt,noun
kraftverk,noun
nazisme,noun
godbit,noun
sverd,noun
poker,noun
sveve,verb
varetekt,noun
blek,adjective
horisont,noun
kappe,noun
misjon,noun
skatteliste,noun
sponsor,noun
avhandling,noun
heia,interj
internasjonalisering,noun
eksplosjon,noun
kineser,noun
logo,noun
politidistrikt,noun
vike,verb
avbilde,verb
mobbe,verb
utbetaling,noun
selvangivelse,noun
besteforeldre,noun
essens,noun
lovgivning,noun
nordlys,noun
etterfølger,noun
læreplan,noun
irrelevant,adjective
stokk,noun
høflig,adjective
innovativ,adjective
kvalitetssikring,noun
nazist,noun
hovedmål,noun
lime,verb
galakse,noun
insekt,noun
panel,noun
resolusjon,noun
ambisiøs,adjective
gøteborg,noun
rate,noun
avhør,noun
børsnotere,verb
holocaust,noun
konsensus,noun
utestenge,verb
dekar,noun
kontekst,noun
benekte,verb
vindkraft,noun
verdensøkonomi,noun
betinge,verb
byggverk,noun
smertestillende,adjective
våres,verb
territorium,noun
turisme,noun
biodrivstoff,noun
eksem,noun
bemerke,verb
samvær,noun
utarbeidelse,noun
opsjon,noun
uvant,adjective
velvære,noun
folkemusikk,noun
slagord,noun
inntjening,noun
undres,verb
bryne,verb
oppgitt,adjective
assistanse,noun
sykepleie,noun
avreise,noun
rørende,adjective
strikke,verb
feministisk,adjective
kiosk,noun
krigføring,noun
luksus,noun
vekter,noun
ensomhet,noun
forundre,verb
svett,adjective
puls,noun
tårn,noun
gjennomsiktig,adjective
line,noun
regelrett,adjective
autoritær,adjective
jordmor,noun
stride,verb
gitarist,noun
kirkelig,adjective
print,adjective
storebror,noun
søken,noun
deprimere,verb
erklæring,noun
kompetansesenter,noun
nedi,preposition
oppbevaring,noun
rand,noun
gjøremål,noun
ansettelse,noun
islamist,noun
kupp,noun
lærerik,adjective
ubetydelig,adjective
vedlikeholde,verb
aggresjon,noun
forakt,noun
hovedfag,noun
nedrykk,noun
filter,noun
tommel,noun
id,noun
trøste,verb
bompenger,noun
forretning,noun
fortrolig,adjective
galopp,noun
svindel,noun
oppsummere,verb
entusiastisk,adjective
avspark,noun
ekspertise,noun
kveldstid,noun
nysgjerrighet,noun
maskulin,adjective
finnes,verb
samarbeidsprosjekt,noun
besitte,verb
jorde,noun
vandring,noun
flåte,noun
tilgivelse,noun
tøy,noun
el.,conjunction
fluefiske,noun
misvisende,adjective
