oppvekst,noun
trailer,noun
fløte,noun
akademiker,noun
bestilling,noun
finte,verb
smelte,verb
arbeidstilsyn,noun
ørret,noun
revidere,verb
stramme,verb
tante,noun
innstille,verb
abonnement,noun
slikke,verb
pågripe,verb
hurtig,adjective
røpe,verb
uregistrert,adjective
helsepersonell,noun
herregud,interj
dokk,noun
utkast,noun
defensiv,adjective
spekulasjon,noun
henvisning,noun
byggefelt,noun
jury,noun
tillitsvalgt,noun
bukse,noun
budeie,noun
jepp,interj
innimellom,preposition
brøyte,noun
plagsom,adjective
bridge,noun
ståsted,noun
selvfølge,noun
brakke,noun
redd,adjective
bråke,verb
anmelde,verb
børse,noun
hjertelig,adjective
bondeland,noun
seksualitet,noun
krype,verb
gjennomslag,noun
varsling,noun
konsekvent,adjective
beite,noun
mekanisk,adjective
begeistre,verb
gyldig,adjective
konsulent,noun
balltre,noun
betraktelig,adjective
porsjon,noun
enkeltperson,noun
funksjonalitet,noun
urolig,adjective
allé,noun
sport,noun
utendørs,adjective
samhandling,noun
anerkjent,adjective
venteliste,noun
komité,noun
høyreside,noun
drøye,verb
ideal,noun
helsetjeneste,noun
nordmann,noun
vedde,verb
underliggende,adjective
varmekabel,noun
døpe,verb
due,noun
kalori,noun
utenat,adverb
eple,noun
usunn,adjective
gjensidig,adjective
undulat,noun
logikk,noun
tyggegummi,noun
ingrediens,noun
skaper,noun
tusle,noun
pakistansk,adjective
tun,noun
kreativitet,noun
resterende,adjective
bakside,noun
objekt,noun
skjær,noun
odds,noun
gudstjeneste,noun
kortsiktig,adjective
voldtekt,noun
fusjon,noun
sportslig,noun
storefri,adjective
lønning,noun
samfunnsmessig,adjective
fordom,noun
abort,noun
avdød,adjective
spiker,noun
importere,verb
sving,noun
suveren,adjective
enestående,adjective
perle,noun
tidsrom,noun
terrorisme,noun
føring,noun
snor,noun
usedvanlig,adjective
snøhule,noun
fremgang,noun
smågutt,noun
tryne,noun
skuff,noun
formulere,verb
integrering,noun
grafisk,adjective
karbohydrat,noun
sklie,noun
flukt,noun
sulten,adjective
skjærgård,noun
overvektig,adjective
ideologi,noun
solidaritet,noun
siviltjeneste,noun
kommunist,noun
vennskap,noun
bokstavelig,adjective
sentralskole,noun
bestemor,noun
klode,noun
maktmisbruk,noun
sirkel,noun
sovjetunionen,noun
frigjøre,verb
rype,noun
sekretær,noun
hovedrolle,noun
nerve,noun
svelge,verb
ventetid,noun
oppdrett,noun
klarere,verb
fagfolk,noun
diger,adjective
håndball,noun
enslig,adjective
ironisk,adjective
svi,verb
drivstoff,noun
hovedperson,noun
motivere,verb
dumping,noun
influensa,noun
bær,noun
plakat,noun
ektepar,noun
klappe,verb
punktum,noun
pakk,noun
kjennetegne,verb
karakterisere,verb
forfølge,verb
metall,noun
minimal,adjective
skepsis,noun
debattant,noun
kylling,noun
folkelig,adjective
forbehold,noun
verdiskaping,noun
prinsesse,noun
stipend,noun
garasje,noun
bevilgning,noun
skall,noun
stilig,adjective
bro,noun
forberedelse,noun
hasj,noun
påmelding,noun
royal,noun
overdrive,verb
lesning,noun
giftig,adjective
sort,noun
anerkjennelse,noun
hiv,noun
jævla,adjective
tidvis,adverb
tablett,noun
mareritt,noun
overholde,verb
svømme,verb
mandat,noun
duke,noun
eksistens,noun
stasjon,noun
opparbeide,verb
eierskap,noun
lekekamerat,noun
oppbevare,verb
ingeniør,noun
oransje,adjective
forbrytelse,noun
lerret,noun
markering,noun
utsatt,adjective
eiendel,noun
stabel,noun
kommode,noun
utmerket,adjective
kødd,noun
duft,noun
knote,verb
troende,adjective
kjempedeilig,adjective
nikke,verb
representativ,adjective
nm,noun
medhold,noun
kapell,noun
beretning,noun
kanon,noun
klø,verb
kanin,noun
fyre,verb
livssyn,noun
back,noun
arbeidsoppgave,noun
løslate,verb
omgi,verb
interrail,noun
statsråd,noun
internat,noun
import,noun
komponent,noun
skribent,noun
brekke,verb
høyblokk,noun
oppkjøp,noun
minister,noun
kjede,verb
mini,adjective
pike,noun
ekkel,adjective
innvirkning,noun
ypperlig,adjective
skildre,verb
søppel,noun
handelsskole,noun
rettslig,adjective
desidert,adjective
hå,interj
tyngde,noun
gryte,noun
voldta,verb
